tweets,clean_tweets,sentiment,score
"RT @in_a_daze107: For today is Neet’s Day, I am reminded of a particular kind of softdrink of the color of the night sky.

Photo taken in S…",rt today neets day minded particular kind softdrink color night sky photo taken,positive,0.3833333333333333
#BigCompanies #Food #Nestle #Pepsico #Kelloggs #Mars #Danone #CocaCola This Infographic Shows How Only 10 Companies… https://t.co/LjyYVXLmda,bigcompanies food nestle pepsico kelloggs mars danone cocacola infographic shows 10 companies,neutral,0.0
"Check out this great video by @ciaosasha on TikTok to find out more about our #cocacola campaign 💚

https://t.co/0FLSrcZcmY",check gat video tiktok find mo cocacola campaign,neutral,0.0
"RT @rob_buurman: Press release from @brkfreeplastic : Coca-Cola funds endless ocean cleanups, but doesn’t prevent more plastic bottles endi…",rt pss lease cocacola funds endless ocean cleanups doesnt pvent mo plastic bottles endi,negative,-0.125
"RT @AskYnow: Excellent move by Surry Cty! This Marxist woke stuff must stop. #WokaCola, you reap what you sow... you too, @DietCoke 👇 

Nor…",rt excellent move surry cty marxist woke stuff must stop wokacola ap sow,neutral,0.0
"Men of the 133rd Field Artillery Battalion enjoy Cokes on the front, March 17, 1944

#photography #yeolde #wwii… https://t.co/aoQCnaEkRz",133rd field artillery battalion enjoy cokes front march 17 1944 photography yeolde wwii,positive,0.4
#CocaCola machines removed in North Carolina? Sounds like the GOP isn’t against “cancel culture” after all.… https://t.co/v4VuOaQxW4,cocacola machines moved north carolina sounds like gop isnt cancel cultu,positive,0.4
RT @sinoprise: #CocaCola is banking on its newly launched Topo Chico Hard Seltzer to make further inroads into the alcoholic drinks segment…,rt cocacola banking newly launched topo chico hard seltzer make inroads alcoholic drinks segment,negative,-0.2916666666666667
"@CryptoWormNFT Presenting card No. 103 🤌 next NFT from #cocacola Card Collection,
minted 100 pieces, available on… https://t.co/M4i6SmakJa",psenting card 103 next nft cocacola card collection minted 100 pieces available,neutral,0.0
"5 goals
2 penalties 
1 concussion from a #cocacola
1 goalie sub
1 fan on the field
717166 water bottles and cups th… https://t.co/3WMtbxaFkC",5 goals 2 penalties 1 concussion cocacola 1 goalie 1 fan field 717166 water bottles cups th,neutral,0.0
"@nfttrainer @nftanalysis Presenting card No. 103 🤌 next NFT from #cocacola Card Collection,
minted 100 pieces, avai… https://t.co/AaWJzxGms3",psenting card 103 next nft cocacola card collection minted 100 pieces avai,neutral,0.0
"Presenting card No. 103 🤌 next NFT from #cocacola Card Collection,
minted 100 pieces, available on #rarible and… https://t.co/QcMaz5RM0j",psenting card 103 next nft cocacola card collection minted 100 pieces available rarible,neutral,0.0
#CocaCola is banking on its newly launched Topo Chico Hard Seltzer to make further inroads into the alcoholic drink… https://t.co/UgVJPn9tFn,cocacola banking newly launched topo chico hard seltzer make inroads alcoholic drink,negative,-0.2916666666666667
"$KO #CocaCola has been in a strong uptrend since march drop last year. Since Feb 2021, it has formed another strong… https://t.co/lX08zwaI0G",cocacola strong uptnd since march drop last year since feb 2021 formed another strong,positive,0.28888888888888886
"#infogyan #CocaCola was the first soft drink in space.
This Company has made more than ten billion gallons of syrup… https://t.co/qysTgOHveY",infogyan cocacola first soft drink space company made mo ten billion gallons syrup,positive,0.11666666666666665
@RMCpost But his act of throwing out #cocacola can &amp; should be implemented with Twitter Inc...,act throwing cocacola amp implemented twitter inc,neutral,0.0
"@lotusprings @rsprasad We miss George Fernandez... #cocacola was thrown out of the country by him...
@Twitter shoul… https://t.co/x0Y8R8aQoN",miss george fernandez cocacola thrown country shoul,neutral,0.0
"Does coke really need to keep advertising? 
#cocacola",coke ally need keep advertising cocacola,neutral,0.0
"RT @KnotSimple: Coca Cola 75th Anniversary Belt Buckle https://t.co/TqTe8p8T7b via @Etsy 

#FreeShipping On All Items Store Wide

#Coke #Co…",rt coca cola 75th anniversary belt buckle via feshipping items wide coke co,negative,-0.1
Check out Coca-Cola Walt Disney Cinderella McDonalds Drinking Glass Clear Vintage  #CocaCola https://t.co/ixXFdJc2Qb via @eBay,check cocacola walt disney cindella mcdonalds drinking glass clear vintage cocacola via,positive,0.10000000000000002
"Coca Cola 75th Anniversary Belt Buckle https://t.co/TqTe8p8T7b via @Etsy 

#FreeShipping On All Items Store Wide… https://t.co/c9buxV88sl",coca cola 75th anniversary belt buckle via feshipping items wide,negative,-0.1
"I'm back! ❤❤
#movietheater #imback #movies #cinema #popcorn #soda #cinemex #cocacola #bigscreen #backinbusiness en… https://t.co/zNZEVEkFVQ",back movietheater imback movies cinema popcorn soda cinemex cocacola bigscen backinbusiness,neutral,0.0
We appreciate all the views on our #cocacola #lemonsour video! We hope you enjoyed the episode as much as we did ma… https://t.co/VayJZw54qt,appciate views cocacola lemonsour video hope enjoyed episode much,positive,0.30000000000000004
"#cocacola #originalcokebottle #cocaine @ Burbank, California https://t.co/PdVAL1CPWz",cocacola originalcokebottle cocaine burbank california,neutral,0.0
"Two in a row and three on the season for Kyle Larson 🏁🏁🏁

#NASCAR #ToyotaSaveMart350 #NASCARCupSeries #NASCARRacing… https://t.co/w5NA3ICpFd",two row season kyle larson nascar toyotasavemart350 nascarcupseries nascarracing,neutral,0.0
Check out Vintage Drink COCA COLA  Coke Wood Soda Crate #CocaCola https://t.co/l25v2ROHMB via @eBay,check vintage drink coca cola coke wood soda crate cocacola via,neutral,0.0
"Coca-Cola revives and sustains! @CocaCola @CocaColaCo It's the REAL Taste thirst goes for, makes Good things taste… https://t.co/R844P4VPd1",cocacola vives sustains taste thirst goes makes good things taste,positive,0.7
We have tons of great collectibles on this week's online #Auction  including some Coca Cola items.… https://t.co/7fQw2Kcuru,tons gat collectibles weeks online auction including coca cola items,neutral,0.0
Check out COCA COLA 600 LOWE’S MOTOR SPEEDWAY CHARLOTTE SHOT GLASS #CocaCola https://t.co/m7wy3gftTu via @eBay,check coca cola 600 lowes motor speedway charlotte shot glass cocacola via,neutral,0.0
When I was a kid this was the Coca Cola Bottling Co. on Linden Blvd. With the pillars it seemed to me approximately… https://t.co/A5WEI1tfBK,kid coca cola bottling co linden blvd pillars seemed approximately,neutral,0.0
"In 2012, Concord, Massachusetts became the first USA community to ban single-serving PET bottles. Let's ban them an… https://t.co/dh0u8mcQtc",2012 concord massachusetts became first usa community ban singleserving bottles lets ban,positive,0.25
Coca Cola Chicken Thighs #cocacola #chickenthighs #bbq  https://t.co/YWWkvjfcbI via @guywhogrills,coca cola chicken thighs cocacola chickenthighs bbq via,negative,-0.6
#Cocacola #Sayona #Pepsi #kilimanjaro #iOne and other known producers together they launched #PETCO as an initiativ… https://t.co/OI5uv65iEO,cocacola sayona pepsi kilimanjaro ione known producers together launched petco initiativ,neutral,0.0
Such a very #EU study to construct. So from a USA perspective should we use social engineering to modify human beha… https://t.co/fru2qWBPVb,study construct usa perspective use social engineering modify human beha,positive,0.016666666666666666
"RT @la_holandesa: @BoyanSlat Let's all say NO to single-use throw away Plastic !!
⛔️
#SaveTheWorld 🌏#CocaCola https://t.co/gnhriIiblN",rt lets say singleuse throw away plastic savetheworld cocacola,neutral,0.0
"https://t.co/1JAAghXeri
Like, share and subscribe.
#bts #mukbang #mcdonalds #btsarmy #namjoon #jin #suga #jhope… https://t.co/30NMkPZfj9",like sha subscribe bts mukbang mcdonalds btsarmy namjoon jin suga jhope,neutral,0.0
"RT @SmittyD9199: Vintage Retro Chrome Metal Coca Cola Set W/Pizza Cutter Bottle Opener Ice Tongs | #eBay #cocacola 
https://t.co/XfgKUviZwY…",rt vintage tro chrome metal coca cola set wpizza cutter bottle opener ice tongs ebay cocacola,neutral,0.0
Coca Cola is #acidic &amp; it contains #phosphoric #acid that lowers the #pH of this #softdrink. #Drinks like #CocaCola… https://t.co/S5BNT17870,coca cola acidic amp contains phosphoric acid lowers ph softdrink drinks like cocacola,neutral,0.0
Drink Coca Cola Clear Plastic Pitcher #Coke Green Label Delicious Refreshing | #eBay #cocacola… https://t.co/3uOvFgdvBS,drink coca cola clear plastic pitcher coke gen label delicious fshing ebay cocacola,positive,0.10000000000000002
The Negative Effects of Coca Cola on the #Body: #CocaCola is a #fizzy #drink high in #sugar and low in pretty much… https://t.co/0kg57IF5hf,negative effects coca cola body cocacola fizzy drink high sugar low ptty much,positive,0.12
"Just entered at #Put on $KO #CocaCola ...
6/18 56.5 P in at 1.45
#LilDogs #dogslikecocacolatoo
#options #calls #puts",ented put cocacola 618 565 p 145 lildogs dogslikecocacolatoo options calls puts,neutral,0.0
"Green is my new favorite color. Some of this green is currently in my shop, the rest will soon be listed. 
#green… https://t.co/zuF1OQJMup",gen new favorite color gen curntly shop st soon listed gen,positive,0.13636363636363635
"RT @bing_watson: Most of us have used a Coca-Cola Freestyle machine, but what does it look like to a person with a visual impairment? A tea…",rt us used cocacola festyle machine look like person visual impairment tea,neutral,0.0
#TheOceanCleanup and The #CocaCola Company Announce New Partnership https://t.co/7RJQHOxYmf #UAE,theoceancleanup cocacola company announce new partnership uae,positive,0.13636363636363635
"Most of us have used a Coca-Cola Freestyle machine, but what does it look like to a person with a visual impairment… https://t.co/ZGhhOsGgBF",us used cocacola festyle machine look like person visual impairment,neutral,0.0
"I feel Coke

#ポートレート 
#portrait 
#α7siii
#rokkor24mmf28 
#オールドレンズ 
#oldlens. 
#cocacola 
#coke 
#ifeelcoke https://t.co/afvrPGEtWO",feel coke ポートレート portrait α7siii rokkor24mmf28 オールドレンズ oldlens cocacola coke ifeelcoke,neutral,0.0
i don't think cats really sleep. they look like they are. they sound like they are. one little shake of #CocaCola… https://t.co/sNwcLQi2Ul,dont think cats ally sleep look like sound like little shake cocacola,positive,0.4
"RT @ChelC_FrosT: Taste and Carry the Feeling.

@OneMinuteBriefs
 of the day: Advertise #PortableFridges
#CocaCola https://t.co/fUrcatmwrK",rt taste carry feeling day advertise portablefridges cocacola,neutral,0.0
"Taste and Carry the Feeling.

@OneMinuteBriefs
 of the day: Advertise #PortableFridges
#CocaCola https://t.co/fUrcatmwrK",taste carry feeling day advertise portablefridges cocacola,neutral,0.0
"** Coca Cola Pack of 24 Deal **

Coca Cola Original Cans 330ml - (330ml x 24 x 1)
Click https://t.co/9EdoAy01kL for… https://t.co/DHrpjZaXTO",coca cola pack 24 deal coca cola original cans 330ml 330ml x 24 x 1 click,neutral,0.0
"Happiness in a bottle. 

#itstherealthing #tastethefeeling #cocacolalife #cocacolalover #addictedtocoke #cocacola… https://t.co/wFaaQBwLIf",happiness bottle itsthealthing tastethefeeling cocacolalife cocacolalover addictedtocoke cocacola,neutral,0.0
Pepsi is gonna be pissed at this!!!! #TShirtTuesday #CocaCola #Coke @cocacola #CocaColaEurope #CokeEurope… https://t.co/B1dtsgqmdd,pepsi gon pissed tshirttuesday cocacola coke cocacolaeurope cokeeurope,neutral,0.0
@canaksupsd #CocaCola  #card collection on the #mint process 🔥🔥 https://t.co/yzG4Dt0JRa,cocacola card collection process,neutral,0.0
"RT @GaloreFinds: On this day in 1894...
Coca-Cola is sold in glass bottles for the first time! 
#History #CocaCola #antiques #vintage #Frid…",rt day 1894 cocacola sold glass bottles first time history cocacola antiques vintage frid,positive,0.25
"RT @SmittyD9199: Gibson COCA-COLA Bottle Handle Silverware Flatware Stainless Set of 17 Pcs #Coke | #eBay #cocacola 
https://t.co/qmZSzsOdE…",rt gibson cocacola bottle handle silverwa flatwa stainless set 17 pcs coke ebay cocacola,positive,0.2
"RT @SmittyD9199: Shelia's Collectibles Refreshing Delivery Coca-Cola Truck '98 Model T Wooden | #eBay #CocaCola 
https://t.co/NFSua9Pvu0
(T…",rt shelias collectibles fshing delivery cocacola truck 98 model wooden ebay cocacola,neutral,0.0
@VaporMan6 Is it safe teens drink #CocaCola 🤔,safe teens drink cocacola,positive,0.25
It's so good to see the sunshine!  Let's celebrate with a #halfprice #offer on our mega 22oz #CocaCola #paperboard… https://t.co/Zf5spf8UHk,good see sunshine lets celebrate halfprice offer mega 22oz cocacola paperboard,positive,0.7
RT @FreerecruitZ: Coca-Cola Beverages South Africa has an exciting opportunity in our Logistics department. We are looking for a talented i…,rt cocacola beverages south africa exciting opportunity logistics department looking talented,neutral,0.0
#TheOceanCleanup and The #CocaCola Company Announce New Partnership https://t.co/CMibScPJns,theoceancleanup cocacola company announce new partnership,positive,0.13636363636363635
"Coco Cola Light 🤣🤣🤣
#light #lightroom #CocaCola #lacheeinmalamtag #lachen #lachenistgesund❤️… https://t.co/qg5IdtDzHf",coco cola light light lightroom cocacola lacheeinmalamtag lachen lachenistgesund,positive,0.4
https://t.co/wK3lybn0ja LOVE CAJUN NATION- Nothin' says LOVE like a family cookin' together.  #CajunNation #Love… https://t.co/QKzYpHp6in,love cajun nation nothin says love like family cookin together cajunnation love,positive,0.5
https://t.co/wK3lybn0ja Geaux Get The Red Can: LOVE CAJUN NATION- Nothin' says LOVE like a family cookin' together.… https://t.co/HVNwcushup,geaux get love cajun nation nothin says love like family cookin together,positive,0.5
RT @djmaiaoficial: BEAT DA LATINHA com @CocaCola_Br #cocacola #cocacolabr https://t.co/tcA3DjbTNP,rt beat latinha cocacola cocacolabr,neutral,0.0
"@Independent going hungry, but coca cola gets free publicity, I am always amazed when see starving folks drinking c… https://t.co/DSLUC1uWIT",going hungry coca cola gets fe publicity always amazed see starving folks drinking,neutral,0.0
1899 is waaayyy more cooler than any bottle today😎🤠 #CocaCola #1899CocaCola https://t.co/h0XDl0et8F,1899 waaayyy mo cooler bottle today cocacola 1899cocacola,neutral,0.0
RT @JuanpaDraws: Coca-Cola Bottletop is cute as a plush 😍 #CocaCola #Funko #Plush https://t.co/e9WxWPpROm,rt cocacola bottletop cute plush cocacola funko plush,positive,0.5
I can say i am an $AMC ape.. I didn't buy cause of the trend of money. Bought cause i love @AMCTheatres. The popcor… https://t.co/2nBY7BBvI7,say amc ape didnt buy cause tnd money bought cause love popcor,positive,0.5
"RT @jpn_after_dark: If you like SOUR alcoholic drinks, our Coca Cola LEMON SOURS review video is up now on #YouTube! Will they taste like d…",rt like sour alcoholic drinks coca cola lemon sours view video youtube taste like,negative,-0.15000000000000002
"If you like SOUR alcoholic drinks, our Coca Cola LEMON SOURS review video is up now on #YouTube! Will they taste li… https://t.co/j1JkwuRqla",like sour alcoholic drinks coca cola lemon sours view video youtube taste,negative,-0.15000000000000002
BEAT DA LATINHA com @CocaCola_Br #cocacola #cocacolabr https://t.co/tcA3DjbTNP,beat latinha cocacola cocacolabr,neutral,0.0
Branding and User Experience go hand in hand. Check out our tips on how you can strike the ideal balance.… https://t.co/qYgd4HmKDe,branding user experience go hand hand check tips strike ideal balance,positive,0.9
"I'm about to open Pandora's box.... Coke or Pepsi at your summer BBQ? 

#bestdamnbbqsauce #summerbbq #cocacola… https://t.co/Qn9Rh7Wurq",open pandoras box coke pepsi summer bbq bestdamnbbqsauce summerbbq cocacola,neutral,0.0
"RT @AndyLeeParker1: @MightyM55070329 Meanwhile, #Nestle and #CocaCola continue to bribe government officials and use public water to genera…",rt meanwhile nestle cocacola continue bribe government officials use public water genera,neutral,0.0
"@MightyM55070329 Meanwhile, #Nestle and #CocaCola continue to bribe government officials and use public water to generate private profits.",meanwhile nestle cocacola continue bribe government officials use public water generate private profits,neutral,0.0
RT @Kaeleerene: Let's keep it simple... RETWEET if you like GOLF &amp; LIKE if you love Coca Cola #cocacola Photography: @TopDogPhoto1 Bikini:…,rt lets keep simple tweet like golf amp like love coca cola cocacola photography bikini,positive,0.5
First you tell me to be less white #lesswhite then you diet cock it up #ugh #CocaCola https://t.co/mSSfqlU5tC,first tell less white lesswhite diet cock ugh cocacola,positive,0.02777777777777778
Check out Coca Cola Polar Bear in Underwear Mug 1990’s #collectibles #mugs #Coke #bears #CocaCola https://t.co/fLpYFd449M via @eBay,check coca cola polar bear underwear mug 1990s collectibles mugs coke bears cocacola via,negative,-0.08333333333333333
Vanilla Coke is the Best what’s your favorite Coke Flavor? #CocaCola #Coke https://t.co/leztAJzdaE,vanilla coke best whats favorite coke flavor cocacola coke,positive,1.0
Shelia's Collectibles Refreshing Delivery Coca-Cola Truck '98 Model T Wooden | #eBay #CocaCola… https://t.co/y9o17LZUXG,shelias collectibles fshing delivery cocacola truck 98 model wooden ebay cocacola,neutral,0.0
RT @Tweet_Father: #CocaCola Was Just Banned in This One Southern County https://t.co/ttg2eylMHt,rt cocacola banned southern county,neutral,0.0
Gibson COCA-COLA Bottle Handle Silverware Flatware Stainless Set of 17 Pcs #Coke | #eBay #cocacola… https://t.co/5WWm4NEDk1,gibson cocacola bottle handle silverwa flatwa stainless set 17 pcs coke ebay cocacola,positive,0.2
"I had a #QuarterPounder #Fries &amp; a #CocaCola for a #SundayNightDinner on June 6, 2021 and it was #Awesome. #Florida… https://t.co/AweeCLdmfE",quarterpounder fries amp cocacola sundaynightdinner june 6 2021 awesome florida,neutral,0.0
"Hey #CocaCola?
Yes @CocaCola https://t.co/MKbJsT8sOd",hey cocacola yes,neutral,0.0
Coca-Cola Bottletop is cute as a plush 😍 #CocaCola #Funko #Plush https://t.co/e9WxWPpROm,cocacola bottletop cute plush cocacola funko plush,positive,0.5
"Check out Coca-Cola Coke Wall Clock White Red 11.25"" Hanging 1997 Vintage Bottle Works #CocaCola https://t.co/avwHPcCmuo via @eBay",check cocacola coke wall clock white 1125 hanging 1997 vintage bottle works cocacola via,neutral,0.0
"@BYOBgoblin good job, you sure showed the Coca Cola company what's up, Chief

#cocacola what's up??",good job showed coca cola company whats chief cocacola whats,positive,0.7
"RT @Ghostarmor3: The Easter egg I spoke about was this small coca cola reference. 

#Drawing #digital #Drawn #Digitalart #Digitaldrawing #d…",rt easter egg spoke small coca cola fence drawing digital drawn digitalart digitaldrawing,negative,-0.25
"The Easter egg I spoke about was this small coca cola reference. 

#Drawing #digital #Drawn #Digitalart… https://t.co/GNiZp2vNv1",easter egg spoke small coca cola fence drawing digital drawn digitalart,negative,-0.25
"No doubt, the Coca-cola brand is by far the foremost soft drink worldwide, hence its distributorship &gt;&gt;&gt;… https://t.co/vwnAOfIyFr",doubt cocacola brand far fomost soft drink worldwide hence distributorship gtgtgt,positive,0.1
"Got a McChicken combo (ate the fries already lol) from @McDonaldsCanada today, guys!!! Mmmm!!!! Who does love a goo… https://t.co/Y1qsHqRrsk",got mcchicken combo ate fries alady lol today guys mmmm love goo,positive,0.65
WOW! Vintage Xonex #cocacola die cast set with rare display stand. New old stock items with original boxes.… https://t.co/VyW0OTzPXK,wow vintage xonex cocacola cast set ra display stand new old stock items original boxes,positive,0.11212121212121212
"#Global #Firms #Back #LGBT #NonDiscriminationAct in #Japan. #Supporters Include #CocaCola, #Intel, #EY, #PwC,… https://t.co/nkjx06j2Aq",global firms back lgbt nondiscriminationact japan supporters include cocacola intel ey pwc,negative,-0.06666666666666667
"RT @imjadeja: Got this video in my inbox :). Thanks for your wishes. Happy to make my debut in this world cup. 12th man ho ya XI ka part, t…",rt got video inbox thanks wishes happy make debut world cup 12th xi ka part,neutral,0.0
"'#CocaCola telling people they should be less white.
They preaching tolerance but if you disagree, they fight.
They… https://t.co/Q7kU78TSa7",cocacola telling people less white paching tolerance disage fight,negative,-0.08333333333333333
"RT @AgappEarth: STOP..THINK...
Before buying water or drinks in plastic bottles. Water should NEVER be purchased only refilled. Are you res…",rt stopthink befo buying water drinks plastic bottles water never purchased filled,neutral,0.0
"Celebrate this National Best Friends Day in style. Shop officially licenced t-shirts, sweatshirts and hoodies, excl… https://t.co/sT8JM5AfD8",celebrate national best friends day style shop officially licenced tshirts sweatshirts hoodies excl,positive,1.0
For me the creation is limitless and creating these beautiful vases from empty 2 liter Coca Cola plastic bottles is… https://t.co/Elt2jar8tM,cation limitless cating beautiful vases empty 2 liter coca cola plastic bottles,neutral,0.0
"Sign this pledge to join us in boycotting Disney, Coke and Kellogg's!
#lmnop #maga #trump #conservative #republican… https://t.co/MJAnvcVhdj",sign pledge join us boycotting disney coke kelloggs lmnop trump conservative publican,neutral,0.0
RT @fthevissen: OK dan; don't drink #cocacola https://t.co/ZSJbt1WPSA,rt ok dont drink cocacola,positive,0.5
Now onto #DanielCraig  #notimetodie his #cocacola love,onto danielcraig notimetodie cocacola love,positive,0.5
I loove #cocacola 💪🏽🌈❤️💕🤣🤣🤣😘😘😘,loove cocacola,neutral,0.0
RT @Lindacarleen: Fabulous addition to my #etsyvintage shop: Coca-Cola Drive Safely...Drive Refreshed | June 1953 Advertisement National Ge…,rt fabulous addition etsyvintage shop cocacola drive safelydrive fshed june 1953 advertisement national,neutral,0.0
RT @Lindacarleen: Fabulous addition to my #etsyvintage shop: Coca-Cola Even The Bubbles Taste Better! | April 1956 Advertisement National G…,rt fabulous addition etsyvintage shop cocacola even bubbles taste better april 1956 advertisement national g,positive,0.5
Boycot @CocaCola_NL #cocacola https://t.co/BkZL6bzQ0M,boycot cocacola,neutral,0.0
"RT @puppets254: Ask Dr pamoja and Xyz show are both Kalasha awards winners,.. this here, is a winning combo. check us on Akili kids Tv #Tuk…",rt ask dr pamoja xyz show kalasha awards winners winning combo check us akili kids tv tuk,positive,0.8
"Asics Gel-Quantum 90 TYO x Coca Cola is available to buy ONLINE now!
#hanon #asics #cocacola… https://t.co/H7X2IOzkv7",asics gelquantum 90 tyo x coca cola available buy online hanon asics cocacola,neutral,0.0
It’s time to call out the giants of plastic waste generation - @PepsiCo @pepsi @PepsiIndia @CocaCola @CocaColaCo… https://t.co/A7upLKFqOX,time call giants plastic waste generation,neutral,0.0
"Ask Dr pamoja and Xyz show are both Kalasha awards winners,.. this here, is a winning combo. check us on Akili kids… https://t.co/goYdFJBSvg",ask dr pamoja xyz show kalasha awards winners winning combo check us akili kids,positive,0.8
"Be it traditional or digital, Coca-Cola's marketing skills have always impressed us, so we researched and found out… https://t.co/3xZpsyOmFb",traditional digital cocacolas marketing skills always impssed us searched found,neutral,0.0
"With enough caffeine, nothing is impossible.💪 #CocaCola #KapeExencia Arabica Sagada &amp; Barako Whole Beans Coffee.
Or… https://t.co/e4aQQJ8Mjl",enough caffeine nothing impossible cocacola kapeexencia arabica sagada amp barako whole beans coffee,positive,0.1
OK dan; don't drink #cocacola https://t.co/ZSJbt1WPSA,ok dont drink cocacola,positive,0.5
@DelbaereNiels Never again #cocacola,never cocacola,neutral,0.0
🥰❗ Earlier this year I got the wonderful opportunity to write a poem for and dance in @cocacola 's 51st anniversary… https://t.co/uIQ5DUdDgk,earlier year got wonderful opportunity write poem dance 51st anniversary,neutral,0.0
Is there any screw #cocacola hashtag ? https://t.co/AtCePWRBxk,scw cocacola hashtag,neutral,0.0
@jaapjandevries Boycott #cocacola,boycott cocacola,neutral,0.0
"This #boycott didn't last very long!

#cocacola

https://t.co/jcB7r0nqId #SmartNews",boycott didnt last long cocacola smartnews,negative,-0.025
"@CocaCola Are you serious about that? That's #racism. 
#TryToBeLessWhite #CocaCola https://t.co/GPxtiQMhcF",serious thats racism trytobelesswhite cocacola,neutral,0.0
"Setof 4 clear coca cola glasses. Top is 3"""" diameter, base 2"""" diameter, approximately 6"""" tall.… https://t.co/KVYS6lEpAD",setof 4 clear coca cola glasses top 3 diameter base 2 diameter approximately 6 tall,negative,-0.0666666666666667
We’ve got some kind soft🚫 #cocacola https://t.co/SCc8iU4loo,weve got kind soft cocacola,positive,0.35
"How Coke created a breaking story in marketing and ad industry.
#cocacola #shareacoke #bodheskills",coke cated baking story marketing industry cocacola shaacoke bodheskills,neutral,0.0
"It's time for our government to listen to its citizens. Thank you Al for speaking the truth.
#smac #stonemountain… https://t.co/TWzIFjIVTt",time government listen citizens thank speaking truth smac stonemountain,neutral,0.0
Fabulous addition to my #etsyvintage shop: Coca-Cola Drive Safely...Drive Refreshed | June 1953 Advertisement Natio… https://t.co/B0t6MvQ20h,fabulous addition etsyvintage shop cocacola drive safelydrive fshed june 1953 advertisement natio,neutral,0.0
Fabulous addition to my #etsyvintage shop: Coca-Cola Even The Bubbles Taste Better! | April 1956 Advertisement Nati… https://t.co/ad2ujXk5dg,fabulous addition etsyvintage shop cocacola even bubbles taste better april 1956 advertisement nati,positive,0.5
"#CocaCola &amp; #MacDonalds help this efforts #IOC only cares about $, is that all you do #2022GenocideGames #Olympic… https://t.co/Key6UkD9xI",cocacola amp macdonalds help efforts ioc cas 2022genocidegames olympic,neutral,0.0
"RT @SmittyD9199: Drink Coca Cola Clear Plastic Pitcher #Coke Green Label Delicious Refreshing | #eBay #cocacola 
https://t.co/uKYEWrqS7O
(T…",rt drink coca cola clear plastic pitcher coke gen label delicious fshing ebay cocacola,positive,0.10000000000000002
Or this webinar for the @EntEthAlliance sharing the potential of the Coca Cola US bottlers integrating blockchain t… https://t.co/kloKoJjXlS,webinar sharing potential coca cola us bottlers integrating blockchain,neutral,0.0
"Check out Vintage Coke Coca Cola 20"" 1997 Hutchinson Bottle Embossed Large Store Display #CocaCola https://t.co/73iTPaUpZL via @eBay",check vintage coke coca cola 20 1997 hutchinson bottle embossed large display cocacola via,neutral,0.0
"#cocacola has, very successfully, shifted the #narrative away from its role as one of the world’s largest… https://t.co/D62lG5AYK6",cocacola successfully shifted narrative away role worlds largest,positive,0.3
"#CocaCola #Political #News

Coca-Cola Hit With Reality Check by North Carolina County.

https://t.co/kG80rlWqlE",cocacola political news cocacola hit ality check north carolina county,neutral,0.0
"Level Up with Zesty Juice
#sugarfree #cocacola #fatburners #FathersDay2021 https://t.co/cNi6p8xcRi",level zesty juice sugarfe cocacola fatburners fathersday2021,neutral,0.0
"If you like this thread, follow me for more exciting threads, and do retweet ;) #market #cocacola #business #thread #casestudy #marketing",like thad follow mo exciting thads tweet market cocacola business thad casestudy marketing,neutral,0.0
"RT @SallyLBrazil: I love this picture and I love #CocaCola 💜

https://t.co/Ye7Cq3so26

#sallylauderdale #ssbbw #bbw #fatfurs #fatfursona #f…",rt love pictu love cocacola sallylauderdale ssbbw bbw fatfurs fatfursona f,positive,0.5
"A short and Memorable phrase that  communicates a company's overall purpose
#Tagline #taglines 
#Simplesteps #Tips… https://t.co/Bw5EtSl0MP",short memorable phrase communicates companys overall purpose tagline taglines simplesteps tips,neutral,0.0
"@Josieamycashman The #CocaCola company and its licensees and distributors should stick to their knitting, which is… https://t.co/KQDbCBvOdz",cocacola company licensees distributors stick knitting,neutral,0.0
@doinbengal @LewisPugh Minimising my use of #plasticbottles every time and it has started already. I usually ask fo… https://t.co/fI20s6DfJf,minimising use plasticbottles every time started alady usually ask fo,negative,-0.25
"Coke: The world's best greenwasher? 

Coca-Cola funds endless cleanups, but doesn’t prevent more plastic bottles en… https://t.co/NbFSPmEW1F",coke worlds best genwasher cocacola funds endless cleanups doesnt pvent mo plastic bottles,positive,0.4375
"Coca-Cola, bureau veritas to take the lead for the 2021 africa edition of break to ceiling touch the sky leadership… https://t.co/qlaNyayBRO",cocacola buau veritas lead 2021 africa edition bak ceiling touch sky leadership,neutral,0.0
RT @simplyshay: Check out Vintage Set of 4 Things Coca Cola Go Better With Coke Glasses Gibson 1960 1969 #CocaCola https://t.co/xGLzBikGY9…,rt check vintage set 4 things coca cola go better coke glasses gibson 1960 1969 cocacola,positive,0.5
"Card No. 104 from #cocacola Card Collection, chilly Coke in winter season 🌬❄, minted 100 pieces, let me know what y… https://t.co/u5kU00EzeP",card 104 cocacola card collection chilly coke winter season minted 100 pieces let know,neutral,0.0
"RT @taybisch22: @RobRobbEdwards Take a good look to spot all the #CocaCola, #Fanta # #Sprite bottles. What a 🤬 brand you are, @CocaCola! #R…",rt good look spot cocacola fanta sprite bottles brand r,positive,0.7
@intocryptoverse All industries via @UnibrightIO @provideplatform @BaseledgerNet using the $UBT /universal business token #CocaCola,industries via using ubt universal business token cocacola,neutral,0.0
