tweets,clean_tweets,sentiment,score
#SEGA You know he's right @swooper_d @TheSegaHolic  #Ronaldo #CocaCola #FIFA21 #Euro2020 #PES https://t.co/KF5el9H3Dl,sega know hes right ronaldo cocacola fifa21 euro2020 pes,positive,0.2857142857142857
"RT @abdullah_0mar: This video is breaking the internet 🤣😂🤣 

@Cristiano #CocaCola #EURO2020 https://t.co/ekPyb6wuvF",rt video baking internet cocacola euro2020,neutral,0.0
"Spreading his spark at the right moment.
That's how legends do it 😉

#SparkYourMoment #KSDeos #Euro2020 #Ronaldo… https://t.co/IMoc7ymxnt",spading spark right moment thats legends sparkyourmoment ksdeos euro2020 ronaldo,positive,0.2857142857142857
Drink water @Castro1021 #FIFA21 #CocaCola #DrinkWater https://t.co/TUWvJhZQX2,drink water fifa21 cocacola drinkwater,neutral,0.0
"Power of social media infuencer 🔥🔥🔥🔥

Ronaldo remove two bottles away and one company shares gone down as hell 

Th… https://t.co/pBWe55P4F7",power social media infuencer ronaldo move two bottles away company shas gone hell th,positive,0.03333333333333333
"RT @chilliiii_milli: When you use 100% of your Brain😐
#CocaCola #CristianoRonaldo https://t.co/NAmHvvBct2",rt use 100 brain cocacola cristianoronaldo,neutral,0.0
"Hey! Are you looking for this service?
I am a professional Business Flyer Designer? 
just visit here:… https://t.co/uiSXpjppbQ",hey looking service professional business flyer designer visit,neutral,0.0
"RT @TractorGyan: So true! The only replacement to thirst is ""Water"".
Seems like after our farmer brothers, @Cristiano knows it's immense im…",rt true placement thirst water seems like farmer brothers knows immense,positive,0.35
Hungout with one CR7 fanboy yesterday. He told me all the harmful effect of Cocacola and suggested me to avoid it f… https://t.co/MeaC7elfQS,hungout cr7 fanboy yesterday told harmful effect cocacola suggested avoid f,neutral,0.0
RT @anand_bhawan: Guys #Ronaldo hav Guts to Boycott #CocaCola is ny #bollywoodactors &amp; #Cricketrs can do same with #ThumsUp #Pepsi #Vimal #…,rt guys ronaldo hav guts boycott cocacola ny bollywoodactors amp cricketrs thumsup pepsi vimal,neutral,0.0
"Hey! Are you looking for this service?
I am a professional T-SHIRT Designer.
just visit here:… https://t.co/FNUhVpSaoC",hey looking service professional tshirt designer visit,neutral,0.0
RT @24k: Innovation 👨‍🔬 Continues https://t.co/mclvEUGF9B During The Pandemic. Touch Less 👋 Fountain Drink 🥤 Action At In-N-Out Burger 🍔. I…,rt innovation continues pandemic touch less fountain drink action innout burger,negative,-0.033333333333333326
"RT @svtechworld: Finally, It's fixed now @Paytm @vijayshekhar 

#CocaCola #ronaldococacola #Ronaldo https://t.co/eqQ4EQTqh5",rt finally fixed cocacola ronaldococacola ronaldo,neutral,0.0
"That one is called celebrity.
#Cristiano #CocaCola #CocaColaRonaldo",called celebrity cristiano cocacola cocacolaronaldo,neutral,0.0
Cristiano Ronaldo has become the first person in the world to reach the 300 million follower mark on Instagram. 😱👏… https://t.co/lGcAvHvpPB,cristiano ronaldo become first person world ach 300 million follower mark instagram,positive,0.25
"RT @mileseducation: Even the world's greatest No. 7 cannot change the value of your degree.

#Ronaldo #MilesEducation #CPAMatlabMiles #CMAM…",rt even worlds gatest 7 change value dege ronaldo mileseducation cpamatlabmiles cmam,neutral,0.0
"Hey! Are you looking for this service?
Do you want to create your own photo like this???
Just visit here:… https://t.co/ia3pXEa07s",hey looking service cate photo like visit,neutral,0.0
"When you use 100% of your Brain😐
#CocaCola #CristianoRonaldo https://t.co/NAmHvvBct2",use 100 brain cocacola cristianoronaldo,neutral,0.0
"Buy water and get coke free XD 🤪
#ronaldococacola 
#CocaCola https://t.co/oMg7L8jvtK",buy water get coke fe xd ronaldococacola cocacola,neutral,0.0
"Wow ..... Coke's 130 yrs of sales strategies and marketing mantra gone to dust in a few seconds! 😱
#ronaldococacola… https://t.co/t5ScCsypsD",wow cokes 130 yrs sales strategies marketing mantra gone dust seconds ronaldococacola,positive,0.05
"Remember @CocaCola has invested 4 billion dollars to remind you to stay hydrated .

#Cristiano #ronaldococacola #CocaCola",member invested 4 billion dollars mind stay hydrated cristiano ronaldococacola cocacola,neutral,0.0
"RT @MNtvNews: Watch Video - https://t.co/uc2hcwl5ll

#ChristianoRonaldo #CocaCola https://t.co/tLnnT8H58O",rt watch video christianoronaldo cocacola,neutral,0.0
@KulikovUNIATF @SDG2030 @occupyjunkfood @UHF_group @sneaky_sugar @mikakosinska @georgeinstitute @IlonaKickbusch… https://t.co/7PB1GcrtaR,,neutral,0.0
RT @ihsuanliu: Pigigi Comics Day7 on THE PRESS #CocaCola #christianoronaldo #Pigigi #oink #webtoon #Comics #pressconference https://t.co/4i…,rt pigigi comics day7 pss cocacola christianoronaldo pigigi oink webtoon comics pssconfence,positive,0.25
"As a creator, which platform is your water?

Drop in comments 👇😅

#CocaCola #ronaldococacola #christianoronaldo… https://t.co/pGxZe7MA06",cator platform water drop comments cocacola ronaldococacola christianoronaldo,neutral,0.0
"Click if u need awesome vintage retro logo handdrawn
.
#NFTs #Timelord #Tristanthompson #lizakoshy #Rockbottom… https://t.co/GpPj71oY79",click need awesome vintage tro logo handdrawn nfts timelord tristanthompson lizakoshy rockbottom,neutral,0.0
"Feeling sad for coca cola company 😂
.
#CristianoRonaldo #Ronaldo #cocacola #cocacolacompany #coke #water #messi… https://t.co/QOjYdHq7uE",feeling sad coca cola company cristianoronaldo ronaldo cocacola cocacolacompany coke water messi,negative,-0.5
"RT @MySuratMySMC: Let's switch our bad habits of removing the mask, not cleaning hands &amp; not following COVID SOPs in public places with obs…",rt lets switch bad habits moving mask cleaning hands amp following covid sops public places obs,negative,-0.11111111111111105
"Finally, It's fixed now @Paytm @vijayshekhar 

#CocaCola #ronaldococacola #Ronaldo https://t.co/eqQ4EQTqh5",finally fixed cocacola ronaldococacola ronaldo,neutral,0.0
Guys #Ronaldo hav Guts to Boycott #CocaCola is ny #bollywoodactors &amp; #Cricketrs can do same with #ThumsUp #Pepsi… https://t.co/i58TxkiDu5,guys ronaldo hav guts boycott cocacola ny bollywoodactors amp cricketrs thumsup pepsi,neutral,0.0
"#Euro2020: #Ukraine's goal-scorer #Yarmolenko takes a dig at #Ronaldo, #Pogba; asks #CocaCola and #Heineken to 'get… https://t.co/vVe1K7zXRW",euro2020 ukraines goalscor yarmolenko takes ronaldo pogba asks cocacola heineken get,neutral,0.0
"RT @luckylaci21: 💞My first Boudoir Shoot❤😍 one day I'm going to end up on a front cover 

@Penthouse
@Playboy
@campoutmagazine
@HustlerMag…",rt first boudoir shoot day going front cover,positive,0.25
"What has Cristiano Ronaldo done 😭😭😭😭😭😅😅😅😅😭😭😭😭😭 

#CocaCola #CocaColaRonaldo #Euro2020 https://t.co/IESrofg1fU",cristiano ronaldo done cocacola cocacolaronaldo euro2020,neutral,0.0
"RT @NST_Online: #NSTsports ""We're in a new era where athletes seem to be reclaiming their voice."" 

https://t.co/CO7KNOmK0x

#Ronaldo #coke…",rt nstsports new whe athletes seem claiming voice ronaldo coke,positive,0.13636363636363635
"@StuckByFevicol Fevicol nailed it 😝😝
#CocaCola",fevicol nailed cocacola,neutral,0.0
Don't settle for a 3-year warranty when there's an IT provider who'll offer an industry-leading 5-year warranty on… https://t.co/10s4lSkGUk,dont settle 3year warranty thes provider wholl offer industryleading 5year warranty,neutral,0.0
"RT @SirEben14: I can't able 😅😅😅🤣😂😅
#b1606 #CocaCola https://t.co/YtFMlbA7Go",rt cant able b1606 cocacola,neutral,0.0
"Coca-Cola shares drop $5 billion after Cristiano Ronaldo’s gesture to drink water.....Read more
#CocaCola… https://t.co/QbgvW0X1Qi",cocacola shas drop 5 billion cristiano ronaldos gestu drink waterad mo cocacola,neutral,0.0
"Wow im impressed! Just a single 4 second action and the impact was huge, Coca-Cola lost 4 billion dollars.… https://t.co/WlDE5qXZeF",wow impssed single 4 second action impact huge cocacola lost 4 billion dollars,positive,0.15000000000000002
"Ronnie, ronnie!
Yes papa...
Drinking sugar?
No papa...
Open your mouth...
Aguaaaaaaa...
#Ronaldo #cocacola… https://t.co/vZ1Cva2fA4",ronnie ronnie yes papa drinking sugar papa open mouth aguaaaaaaa ronaldo cocacola,neutral,0.0
"Listen up @CocaCola. We'd rather have a planet to live on (and drink beverages on), than endless #plastic leftovers… https://t.co/BDACUSQmdw",listen wed rather planet live drink beverages endless plastic leftovers,positive,0.005681818181818177
I hope this is the new @CocaCola logo @cokestudio #CocaCola #art #coke #CokeCola https://t.co/GREpSAsHs8,hope new logo cocacola art coke cokecola,positive,0.13636363636363635
"RT @1PageFinance: #Ronaldo: *snubs #CocaCola* Drink Water instead.

Warren Buffett: https://t.co/6eYvWFbhaR",rt ronaldo snubs cocacola drink water instead warn buffett,neutral,0.0
"JMRPL T20 Cricket Tournament, Day 10,  Dubai Corporation for Ambulance Services won by 5 wickets
#CocaCola CC: 110/… https://t.co/KruC1V0qm9",jmrpl t20 cricket tournament day 10 dubai corporation ambulance services 5 wickets cocacola cc 110,neutral,0.0
RT @TemperamentlGuy: Problem Solved 😂🤭 #CocaCola #Ronaldo https://t.co/1azLhajH3K,rt problem solved cocacola ronaldo,neutral,0.0
"RT @SmittyD9199: Coca Cola Santa Coke Heavy Mug Glass Stein Vending Machine #Vintage #Christmas | #eBay #cocacola 
https://t.co/d7bob6LJMq…",rt coca cola santa coke heavy mug glass stein vending machine vintage christmas ebay cocacola,neutral,0.0
"RT @CityAM: No, Cristiano Ronaldo's Coke snub was NOT the cause of Coca-Cola's share price drop

The Portuguese superstar pointedly moved t…",rt cristiano ronaldos coke snub cause cocacolas sha price drop portuguese superstar pointedly moved,neutral,0.0
"#Ronaldo ciaone
#CocaCola forever https://t.co/ONE64FqVNj",ronaldo ciaone cocacola fover,neutral,0.0
The #Coke #CocaCola Email When #Disney #BlueSkyStudios Stole My #Sqrat #Cartoon for #IceAge #Movie #Franchise… https://t.co/vfcDjmYw6R,coke cocacola email disney blueskystudios stole sqrat cartoon iceage movie franchise,neutral,0.0
"Sugar Fighter finds another Coca Cola replacement for #Ronaldo  

#MomentMarketing #CocaCola #christianronaldo… https://t.co/xxbjkotdGB",sugar fighter finds another coca cola placement ronaldo momentmarketing cocacola christianronaldo,neutral,0.0
"#CristianoRonaldo takes a U-Turn with #CocaCola. Truth of the Controversy Revealed! #ad #coke @Cristiano
#Short… https://t.co/It5B205F4e",cristianoronaldo takes uturn cocacola truth controversy vealed coke short,neutral,0.0
"RT @BigArrtt: https://t.co/eIi4afXB80
If you #twerk go check my song out #ClickLikeShare 
#follow everybody that likes 
#Back_To_You 
#Coca…",rt twerk go check song clicklikesha follow everybody likes back_to_you coca,neutral,0.0
Lmao!! 😅😂😂🤣 this why CR7 move the coke bottles 😅🤣#CocaCola #CR7 #CristianoRonaldo https://t.co/mTcZW7ruK1,lmao cr7 move coke bottles cocacola cr7 cristianoronaldo,positive,0.6
RT @rajachess: I like @CocaCola but it does not mean that the stocks will go up! #cristiano #cocacola,rt like mean stocks go cristiano cocacola,negative,-0.3125
"RT @GuruSriNayak: #CristianoRonaldo after listening #tonykakkar #CocaCola song 😂😂

#RealMadrid #portugal https://t.co/4nXv2gGlYE",rt cristianoronaldo listening tonykakkar cocacola song almadrid portugal,neutral,0.0
"Elon Musk : My one tweet 
Can change Crypto Market.

Ronaldo :Hold my water 

#saxena_lakshya #Ronaldo #cocacola… https://t.co/oSKOM9RtIe",elon musk tweet change crypto market ronaldo hold water saxena_lakshya ronaldo cocacola,neutral,0.0
"2 words cost a company $4 billion!
This man is a legend in and out of the playing field!

#euro2020 #eurocup… https://t.co/LopephMwQv",2 words cost company 4 billion legend playing field euro2020 eurocup,neutral,0.0
"RT @LiberalsLeaving: “All white people are psychos”... wow, companies like @CocaCola must be proud of this #ArunaKhilanani racist! Sure, le…",rt white people psychos wow companies like must proud arunakhilanani racist,positive,0.3
"@WIONews @palkisu there's a reason why Ronaldo removed Coke Bottles!! 😂😂😂
#humor #CocaCola #CristianoRonaldo… https://t.co/TggF4fCxLf",thes ason ronaldo moved coke bottles humor cocacola cristianoronaldo,neutral,0.0
"RT @nedricknews: Wanna Laugh! Watch this hilarious video based on the Cristiano Ronaldo Coca Cola episode. 
#Ronaldo #Footballer #CocaColaR…",rt wan laugh watch hilarious video based cristiano ronaldo coca cola episode ronaldo footballer cocacolar,negative,-0.23333333333333336
"RT @mjavinod: Stop celebrating #Ronaldo 
Give him money
He will bathe in #CocaCola may be Ina thong 
Which I think will happen, #CocaCola w…",rt stop celebrating ronaldo give money bathe cocacola may ina thong think happen cocacola w,neutral,0.0
"Which colour would you give? 

#mangoes #CocaCola #CocaColaRonaldo #Ronaldo #Maggi #pasta #Salad #SaturdayThoughts… https://t.co/Vce35Wud5u",colour would give mangoes cocacola cocacolaronaldo ronaldo maggi pasta salad saturdaythoughts,neutral,0.0
"CR7 is an influencer.

#CristianoRonaldo #CocaCola",cr7 influencer cristianoronaldo cocacola,neutral,0.0
@deewashsubedi55 Cristiano Ronaldo (CR7) removes Coke from the table Coco Cola lost $4 billion… https://t.co/puoIPFNbHh,cristiano ronaldo cr7 moves coke table coco cola lost 4 billion,neutral,0.0
"RT @kalkine_ca: How one gesture by #Ronaldo cost #CocaCola US$4 billion !

#marketcapitalisation #NYSE

@Cristiano  @WorldofCocaCola 

http…",rt gestu ronaldo cost cocacola us4 billion marketcapitalisation nyse http,neutral,0.0
"RT @kalkine_ca: #Portugal star's 'beverage battle' continues at Euro Cup 2020. And it seems CR7 is winning 

#Cocacola #EURO2020 #Coke #Cri…",rt portugal stars beverage battle continues euro cup 2020 seems cr7 winning cocacola euro2020 coke cri,positive,0.8
"Cristiano Ronaldo (CR7) removes Coke from the table Coco Cola lost $4 billion https://t.co/nxR0aUYuve
Coca-Cola… https://t.co/gJtgss6bkB",cristiano ronaldo cr7 moves coke table coco cola lost 4 billion cocacola,neutral,0.0
"Athletes promoting ""healthier"" options in tournaments going against the sponsors is problematic in many aspects. 
#CocaCola",athletes promoting healthier options tournaments going sponsors problematic many aspects cocacola,neutral,0.0
"Can @CocaCola file a legal suit against @Cristiano? They are official sponsors and I’ll be pissed as a company, it… https://t.co/npTUWHOOYx",file legal suit official sponsors pissed company,positive,0.2
RT @VijayLalasar: Ronaldo did nothing which needs to be celebrated. Instead he manipulated market and caused losses to average middle class…,rt ronaldo nothing needs celebrated instead manipulated market caused losses average middle class,neutral,0.0
Monitoring Work In Process (WIP) https://t.co/ujWsZMmzB6 #adidas #nike #EURO2020 #CopaAmerica #CR7 #CocaCola #Pogba… https://t.co/7Cgcwf74d9,monitoring work process wip adidas nike euro2020 copaamerica cr7 cocacola pogba,neutral,0.0
"RT @ken_akpa: @renoomokri Marketing strategy. 
For every Coca cola , there is a bottle of water , why buy water when you can get it by purc…",rt marketing strategy every coca cola bottle water buy water get purc,neutral,0.0
"Best crypto casino 🎰

#Bitcoin #shib
#dogecoin #casino 
#crash #dice #btt
#feg #bcgame #doge
#roll #cryptocurrency… https://t.co/R5KkGGuy1T",best crypto casino bitcoin shib dogecoin casino crash dice btt feg bcgame doge roll cryptocurncy,positive,1.0
"#Pepsi marketing team be like ""we did it boys!""
@cokestudio 
#CocaCola #CocaColaRonaldo #CristianoRonaldo",pepsi marketing team like boys cocacola cocacolaronaldo cristianoronaldo,neutral,0.0
RT @jfranciscobaez: #desayuno con #arepadechicharron. #cocacola frente a CR7 ... https://t.co/Sja0IB7Ioz,rt desayuno apadechicharron cocacola fnte cr7,neutral,0.0
#desayuno con #arepadechicharron. #cocacola frente a CR7 ... https://t.co/Sja0IB7Ioz,desayuno apadechicharron cocacola fnte cr7,neutral,0.0
"RT @PioGamaPundo: Follow @PioGamaPundo💯
&amp; @cyber_swarm
#ASKCYBERSWARMAFRICA
LETS TAKE A MINUTE TODAY AND FAMILIARIZE OURSELVES ABOUT CYBERS…",rt follow amp askcyberswarmafrica lets minute today familiarize cybers,positive,0.375
"RT @PioGamaPundo: @UGborn02 @davvvymoore Follow @PioGamaPundo💯
&amp;
#ASKCYBERSWARMAFRICA
LETS TAKE A MINUTE TODAY AND FAMILIARIZE OURSELVES AB…",rt follow amp askcyberswarmafrica lets minute today familiarize ab,positive,0.375
"#EURO2020: The Brewer's share rose by 1.65%. In total, #Heineken's capitalization increased by $1.1 B.

While Ronal… https://t.co/NTVJNrby59",euro2020 bwers sha rose 165 total heinekens capitalization incased 11 b ronal,positive,0.3
"RT @KrPrabh: If Indian middle class parents were Ronaldo.
@malpani

#Education #ronaldococacola #CocaCola https://t.co/5fgxvUD8RL",rt indian middle class pants ronaldo education ronaldococacola cocacola,neutral,0.0
RT @Kaalakabali_ON: They Never acted in Foreign Brand Ad's 🔥 Still Acting in Cinema Not in Ads....Fans Life &amp; Health is More important for…,rt never acted foign brand ads still acting cinema adsfans life amp health mo important,neutral,0.0
"Tonight the German team will be the Coca-Cola bottles to remove for Cristiano Ronaldo. 
#EURO2020… https://t.co/F2Leat8B9J",tonight german team cocacola bottles move cristiano ronaldo euro2020,neutral,0.0
Ronaldo Removes Bottles #CristianoRonaldo #CocaCola #comedy #humor #Viral #ViralVideo #funniesttweets #news #Video… https://t.co/00a4oFDbMW,ronaldo moves bottles cristianoronaldo cocacola comedy humor viral viralvideo funniesttweets news video,neutral,0.0
"RT @pilotarunhooda: #Ronaldo is good at chess too 😁
Just Two Moves &amp; #Checkmate 

 After Cristiano Ronaldo snub, #CocaCola lost $4 billion…",rt ronaldo good chess two moves amp checkmate cristiano ronaldo snub cocacola lost 4 billion,positive,0.7
@renoomokri Un UNDEFEATED MINDSET by #CocaCola,undefeated mindset cocacola,neutral,0.0
RT @devendrashinde: Don't you see #marketing opportunity here? @tide #WTCFinal2021 #WTC2021 #CocaColaRonaldo #CocaCola #EURO2020 #Ronaldo #…,rt dont see marketing opportunity wtcfinal2021 wtc2021 cocacolaronaldo cocacola euro2020 ronaldo,neutral,0.0
"What I loved about #christianoronaldo was the look of disgust on his face followed by the  naughty boy ""shall I, sh… https://t.co/46OOSRjpuy",loved christianoronaldo look disgust followed naughty boy shall sh,positive,0.5
"RT @BisleriZone: Be smart like the G.O.A.T. - quench your thirst with the right choice.😉

#SamajhdaarBisleriPeeteHain #CocaCola #Ronaldo #E…",rt smart like goat quench thirst right choice samajhdaarbisleripeetehain cocacola ronaldo,positive,0.25
RT @atiqshahid2: The fall of Cola! #CocaCola #CristianoRonaldo #footballstars https://t.co/kE9VICbtI2,rt fall cola cocacola cristianoronaldo footballstars,neutral,0.0
"“All white people are psychos”... wow, companies like @CocaCola must be proud of this #ArunaKhilanani racist! Sure,… https://t.co/lNoReazkYf",white people psychos wow companies like must proud arunakhilanani racist,positive,0.3
RT @AbdulHaseeba643: Christian Ronaldo’s gesture of removing the Coca-Cola bottles caused a 1.6% drop for the company on the stock market.…,rt christian ronaldos gestu moving cocacola bottles caused 16 drop company stock market,neutral,0.0
"RT @TezCorps: Did you know #Tezos replaced #CocaCola?
(via Chris Lujiez) https://t.co/a7PcTNlqS4",rt know tezos placed cocacola via chris lujiez,neutral,0.0
"RT @iShahidHameed: A Cute little girl selling green tea (Kehwa) at #Murree Mall Road.. 

#CocaCola #cancelboardexams2021 #NCOC #SarfarazAhm…",rt cute little girl selling gen tea kehwa mure mall road cocacola cancelboardexams2021 ncoc sarfarazahm,positive,0.5
"What happened? Cola lost $4 billion 💰

#ronaldo #cocacola #drinkwater

https://t.co/WQvbWaoQ3W https://t.co/aV9iQ3h2lO",happened cola lost 4 billion ronaldo cocacola drinkwater,neutral,0.0
"Looks like whole #UEFA family comes forward for controlling the damage done by one Person😬 
#CocaColaRonaldo 
Have… https://t.co/V9xUV1QB7f",looks like whole uefa family comes forward controlling damage done person cocacolaronaldo,positive,0.2
An easy to use pouch which keeps the aroma of our spice locked and enhances the taste even more every time you use… https://t.co/w3jf8HcV4d,easy use pouch keeps aroma spice locked enhances taste even mo every time use,neutral,0.0
"🙋 Yes, Now everyone knows Jaggery is best for health.

🛒 Order Now!

.

#cr7 #ronaldo #euro2020 #CristianoRonaldo… https://t.co/LuhbHHyhoz",yes everyone knows jaggery best health order cr7 ronaldo euro2020 cristianoronaldo,positive,1.0
#Vintage #CocaCola Red Pack #SpecialEdition By #Kaye_Menner #Photography Quality Prints Cards Products at:… https://t.co/Kr2EogBLO5,vintage cocacola pack specialedition kaye_menner photography quality prints cards products,neutral,0.0
"RT @AdityaS217: Could someone ask Ronaldo to eat Chapati with ITC Ashirwaad Aata!
#ITC #stocks #CR7 #CocaCola",rt could someone ask ronaldo eat chapati itc ashirwaad aata itc stocks cr7 cocacola,neutral,0.0
"Could someone ask Ronaldo to eat Chapati with ITC Ashirwaad Aata!
#ITC #stocks #CR7 #CocaCola",could someone ask ronaldo eat chapati itc ashirwaad aata itc stocks cr7 cocacola,neutral,0.0
🎤 #CocaCola no Chance by #cr7 😂 https://t.co/wYVb0lT2HI,cocacola chance cr7,neutral,0.0
"Ronaldo's press conference had nothing to do with the dip in share prices of Coca Cola. 

If anything its the media… https://t.co/bXkJt9x9LA",ronaldos pss confence nothing dip sha prices coca cola anything media,neutral,0.0
#Vintage #CocaCola by #Kaye_Menner #Photography Quality Prints Cards Products at: https://t.co/mI12BDvT7Y  https://t.co/LTxuPY4hev,vintage cocacola kaye_menner photography quality prints cards products,neutral,0.0
"@renoomokri Marketing strategy. 
For every Coca cola , there is a bottle of water , why buy water when you can get… https://t.co/EJva7x8jTB",marketing strategy every coca cola bottle water buy water get,neutral,0.0
"Ready to Grow Your Business Online? 🚀

🔥 We Improve Your Digital Business With Our Superior Marketing Expertise.
.… https://t.co/TBKGWOOw3R",ady grow business online improve digital business superior marketing expertise,positive,0.7
Keep your body hydrated with water 💧 and our Environment clean by recycling ♻️ the organic waste. Let's turn this w… https://t.co/zggKFHQPf0,keep body hydrated water environment clean cycling organic waste lets turn w,positive,0.3666666666666667
"RT @electralofc: Keep Dehydration away with Electral!
#ronaldococacola #ronaldo #CocaCola #Electralcares https://t.co/oPVXgVzadJ",rt keep dehydration away electral ronaldococacola ronaldo cocacola electralcas,neutral,0.0
"@BCCI Watch #HrithikRoshan 's old #CocaCola advertisement?

Full Video Link here👇
https://t.co/Ed9oosdZlR https://t.co/PfZoRD7QNB
#IndVsNZ",watch hrithikroshan old cocacola advertisement full video link indvsnz,positive,0.22499999999999998
"RT @angelHands_1: Coca Cola lost $4 billion in value today after the CR7 gesture of removing the bottles went viral. 

#CocaCola was valued…",rt coca cola lost 4 billion value today cr7 gestu moving bottles went viral cocacola valued,neutral,0.0
"RT @KhalidaTasneem: Ignore people, the way #Ronaldo has ignored #CocaCola 😄😄😄👍",rt igno people way ronaldo ignod cocacola,neutral,0.0
"No one can give disrepect to Tea😂😂
I darely say that if Ronaldo put a side the cup of tea, still Tea companies will… https://t.co/lFgZ1krbQd",give dispect tea daly say ronaldo put side cup tea still tea companies,neutral,0.0
"RT @its_dsk: RONALDO VS COCACOLA : If Christiano Ronaldo can do it ! Then why can't our Indian Celebrities do it?

#ronaldococacola
#christ…",rt ronaldo vs cocacola christiano ronaldo cant indian celebrities ronaldococacola christ,neutral,0.0
"RT @RISAI60617094: Implementing #Diabetic #Retinopathy | +91-9872993883 for query
https://t.co/DIOa3eyw3S
#AI #technology #Security #DataSc…",rt implementing diabetic tinopathy 919872993883 query technology security datasc,neutral,0.0
#CocaCola #Glasses #BottleTop bases #LimitedEdition by #Kaye_Menner #Photography Quality Prints Cards Products at:… https://t.co/ZT8VZAePmP,cocacola glasses bottletop bases limitededition kaye_menner photography quality prints cards products,negative,-0.8
"Doubts hatao, Doubtnut chuno! 😃
.
#doubtnut #ronaldo #CristianoRonaldo #CocaCola #trending #topicalspot… https://t.co/F5KdcZwGew",doubts hatao doubtnut chuno doubtnut ronaldo cristianoronaldo cocacola tnding topicalspot,neutral,0.0
RT @KayeMenner: #CocaCola #Glasses #LimitedEditon by #Kaye_Menner #Photography Quality Prints Cards Products at: https://t.co/QPsCa4aA6K  h…,rt cocacola glasses limitedediton kaye_menner photography quality prints cards products,neutral,0.0
#CocaCola #Glasses #LimitedEditon by #Kaye_Menner #Photography Quality Prints Cards Products at:… https://t.co/LWWrqEDJsv,cocacola glasses limitedediton kaye_menner photography quality prints cards products,neutral,0.0
"Must Watch #HrithikRoshan 's old #CocaCola advertisement?

Full Video Link here👇
https://t.co/Ed9oosdZlR… https://t.co/Uz16m4ZWOA",must watch hrithikroshan old cocacola advertisement full video link,positive,0.22499999999999998
"RT @bschool_bulls: FMCG news!!

#dailynews #news #india #covid #FMCG #dailyupdates #latestnews #covid #fmcgproducts #business #fmcgstocks #…",rt fmcg news dailynews news india covid fmcg dailyupdates latestnews covid fmcgproducts business fmcgstocks,neutral,0.0
"RT @iamHkhaan: Where Are Fans.....😀
#Ronaldo #CocaCola #ronaldococacola https://t.co/fFxvcX3vVL",rt whe fans ronaldo cocacola ronaldococacola,neutral,0.0
"Watch #HrithikRoshan 's old #CocaCola advertisement?

Full Video Link here👇
https://t.co/Ed9oosdZlR… https://t.co/72SrI9EmqR",watch hrithikroshan old cocacola advertisement full video link,positive,0.22499999999999998
RT @ishnews_tv: Coca-Cola loses billions of dollars after Cristiano Ronaldo moves the cola bottle away. Watch our latest video for more inf…,rt cocacola loses billions dollars cristiano ronaldo moves cola bottle away watch latest video mo inf,positive,0.5
#ronaldoeffect #CocaCola #memes video - Must watch https://t.co/cRCqud5YDD,ronaldoeffect cocacola memes video must watch,neutral,0.0
"Number Likh Song Roast Review
YouTube - Savage Shakir 
#NumberLikh #YouTube #Spotify #TonyKakkar #CocaCola… https://t.co/xxcDVd85ze",number likh song roast view youtube savage shakir numberlikh youtube spotify tonykakkar cocacola,neutral,0.0
"Where Are Fans.....😀
#Ronaldo #CocaCola #ronaldococacola https://t.co/fFxvcX3vVL",whe fans ronaldo cocacola ronaldococacola,neutral,0.0
"Just brought a coke to save COCA -COLA to recover the loss of  $4 billion.
#CocaCola  #memes https://t.co/hucBwAvLHO",brought coke save coca cola cover loss 4 billion cocacola memes,neutral,0.0
"@CocaCola @CocaColaCo 
Try to keep Maaza  instead of Coke on Table.
No one can neglect maaza 🥭😋🤤

#Trending
#maaza… https://t.co/jOmX1AQK49",try keep maaza instead coke table neglect maaza tnding maaza,neutral,0.0
"@CocaCola  lost billions cos of Ronaldo, who lost 4-2 in his match against Germany🤣🤣 Very funny...
#cocacola… https://t.co/76h3NjAZDp",lost billions cos ronaldo lost 42 match germany funny cocacola,neutral,0.0
@CocaCola #boycottcoke #boycottCocacola #CocaCola is too bad,boycottcoke boycottcocacola cocacola bad,negative,-0.6999999999999998
RT @Democracy4Neath: #apple #microsoft #google #facebook #pepsi #cocacola #twitter #android #sony #mars #unilever #IBM #intel #philips #hp…,rt apple microsoft google facebook pepsi cocacola twitter android sony mars unilever ibm intel philips hp,neutral,0.0
"RT @1xbet_Campany: Join #1XBET today and enjoy a 1st deposit bonus of 200%

👉https://t.co/x0v9fWyS1D
Input promo code 👉5050

#Football #tea…",rt join 1xbet today enjoy 1st deposit bonus 200 input promo code 5050 football tea,positive,0.4
"Join #1XBET today and enjoy a 1st deposit bonus of 200%

👉https://t.co/x0v9fWyS1D
Input promo code 👉5050

#Football… https://t.co/Jd6WUDDPfS",join 1xbet today enjoy 1st deposit bonus 200 input promo code 5050 football,positive,0.4
"First Ronaldo and now manuel locatelli did the same 
#Cocacola be like : https://t.co/WDn5QViAcf",first ronaldo manuel locatelli cocacola like,positive,0.25
"If @cristiano won't drink @cocacola @kwakumanubob &amp; @comedianwaris would 😃😂😂
:
#cristianoronaldo #kwakumanu… https://t.co/bTxIlY4WaO",wont drink amp would cristianoronaldo kwakumanu,neutral,0.0
"Every sportsperson out there : removing #cocacola for promoting better health and longer life 

Warren Buffet at th… https://t.co/13g3oIOrVl",every sportsperson moving cocacola promoting better health longer life warn buffet th,positive,0.5
